staff_id,department,nurse_name,gender,qualifications,email,phone,shift_start,shift_end,work_days,shift_type
NUR293,Urology,Nurse Devika Ibrahim,Female,B.Sc Nursing,nursedevikaibrahim@bmh.com,+91 9619968308,23:00,07:00,"Thu,Fri,Sat,Sun,Mon",Night
NUR294,Pulmonology,Nurse Kavya Joseph,Female,B.Sc Nursing,nursekavyajoseph@bmh.com,+91 8529264535,23:00,07:00,"Thu,Fri,Sat,Sun,Mon",Night
NUR295,Pulmonology,Nurse Dhanya Rahman,Female,B.Sc Nursing,nursedhanyarahman@bmh.com,+91 8660330499,07:00,15:00,"Fri,Sat,Sun,Mon,Tue",Morning
NUR296,Endocrinology,Nurse Rahul Samuel,Male,B.Sc Nursing,nurserahulsamuel@bmh.com,+91 9298890051,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR297,Anaesthesiology,Nurse Riya Mathew,Female,B.Sc Nursing,nurseriyamathew@bmh.com,+91 8517449401,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR298,ENT,Nurse Fathima Hashim,Female,B.Sc Nursing,nursefathimahashim@bmh.com,+91 7445849420,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR299,Ophthalmology,Nurse Tessa George,Female,B.Sc Nursing,nursetessageorge@bmh.com,+91 8227702428,23:00,07:00,"Tue,Wed,Thu,Fri,Sat",Night
NUR300,Endocrinology,Nurse Thomas Nambiar,Male,B.Sc Nursing,nursethomasnambiar@bmh.com,+91 9879104408,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR301,Women's Care (Obstetrics & Gynaecology),Nurse Rohan Chacko,Male,B.Sc Nursing,nurserohanchacko@bmh.com,+91 8972575153,23:00,07:00,"Thu,Fri,Sat,Sun,Mon",Night
NUR302,Oncology,Nurse Ann Kurup,Female,B.Sc Nursing,nurseannkurup@bmh.com,+91 7193495056,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR303,Pathology,Nurse Aswathy Thampi,Female,B.Sc Nursing,nurseaswathythampi@bmh.com,+91 8378032608,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR304,Child Care (Paediatrics),Nurse Mathew Cherian,Male,B.Sc Nursing,nursemathewcherian@bmh.com,+91 7543532701,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR305,Oncology,Nurse Jitin Warrier,Male,B.Sc Nursing,nursejitinwarrier@bmh.com,+91 8883400675,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR306,General Medicine,Nurse Lakshmi Faisal,Female,B.Sc Nursing,nurselakshmifaisal@bmh.com,+91 8365106318,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR307,Critical Care,Nurse Reshma Menon,Female,B.Sc Nursing,nursereshmamenon@bmh.com,+91 7117404096,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR308,Psychiatry,Nurse Reshma Nambiar,Female,B.Sc Nursing,nursereshmanambiar@bmh.com,+91 9949693556,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR309,Orthopaedics,Nurse Midhun Cherian,Male,B.Sc Nursing,nursemidhuncherian@bmh.com,+91 8800738767,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR310,Orthopaedics,Nurse Vishal Chacko,Male,B.Sc Nursing,nursevishalchacko@bmh.com,+91 9382558919,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR311,Endocrinology,Nurse Anupama George,Female,B.Sc Nursing,nurseanupamageorge@bmh.com,+91 8811282239,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR312,Pathology,Nurse Mary Rahman,Female,B.Sc Nursing,nursemaryrahman@bmh.com,+91 7567738130,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR313,Psychiatry,Nurse Antony Menon,Male,B.Sc Nursing,nurseantonymenon@bmh.com,+91 9273621845,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR314,ENT,Nurse Tessa Chacko,Female,B.Sc Nursing,nursetessachacko@bmh.com,+91 9367738468,23:00,07:00,"Thu,Fri,Sat,Sun,Mon",Night
NUR315,Neurosciences,Nurse Sanjay Warrier,Male,B.Sc Nursing,nursesanjaywarrier@bmh.com,+91 9598579575,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR316,Nephrology,Nurse Devika Samuel,Female,B.Sc Nursing,nursedevikasamuel@bmh.com,+91 9679325669,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR317,General Surgery,Nurse Manu Chacko,Male,B.Sc Nursing,nursemanuchacko@bmh.com,+91 7946751404,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR318,Oncology,Nurse Rahul Philip,Male,B.Sc Nursing,nurserahulphilip@bmh.com,+91 9333342162,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR319,Ophthalmology,Nurse Midhun Mathew,Male,B.Sc Nursing,nursemidhunmathew@bmh.com,+91 8421768641,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR320,Emergency,Nurse Faisal Siddique,Male,B.Sc Nursing,nursefaisalsiddique@bmh.com,+91 8746264229,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR321,Pulmonology,Nurse Sherly Abraham,Female,B.Sc Nursing,nursesherlyabraham@bmh.com,+91 9825573828,15:00,23:00,"Sat,Sun,Mon,Tue,Wed",Evening
NUR322,Pulmonology,Nurse Sreelekshmi Philip,Female,B.Sc Nursing,nursesreelekshmiphilip@bmh.com,+91 9697127759,23:00,07:00,"Sun,Mon,Tue,Wed,Thu",Night
NUR323,Nephrology,Nurse Varghese Menon,Male,B.Sc Nursing,nursevarghesemenon@bmh.com,+91 8604310454,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR324,ENT,Nurse Sumayya Chacko,Female,B.Sc Nursing,nursesumayyachacko@bmh.com,+91 8396539823,07:00,15:00,"Fri,Sat,Sun,Mon,Tue",Morning
NUR325,Gastroenterology,Nurse Sophy Abraham,Female,B.Sc Nursing,nursesophyabraham@bmh.com,+91 9610238714,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR326,General Medicine,Nurse Pranav Warrier,Male,B.Sc Nursing,nursepranavwarrier@bmh.com,+91 8329678134,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR327,Pathology,Nurse Arjun Menon,Male,B.Sc Nursing,nursearjunmenon@bmh.com,+91 8345977073,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR328,Neurosciences,Nurse Jacob Rahman,Male,B.Sc Nursing,nursejacobrahman@bmh.com,+91 9027774886,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR329,General Medicine,Nurse Sumayya Varghese,Female,B.Sc Nursing,nursesumayyavarghese@bmh.com,+91 8355573314,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR330,Pulmonology,Nurse Greeshma Samuel,Female,B.Sc Nursing,nursegreeshmasamuel@bmh.com,+91 9742835569,07:00,15:00,"Mon,Tue,Wed,Thu,Fri",Morning
NUR331,Child Care (Paediatrics),Nurse Ann Menon,Female,B.Sc Nursing,nurseannmenon@bmh.com,+91 7955618269,23:00,07:00,"Thu,Fri,Sat,Sun,Mon",Night
NUR332,ENT,Nurse Midhun Thomas,Male,B.Sc Nursing,nursemidhunthomas@bmh.com,+91 8811816672,15:00,23:00,"Sat,Sun,Mon,Tue,Wed",Evening
NUR333,Cardiology,Nurse Leelamma Kurian,Female,B.Sc Nursing,nurseleelammakurian@bmh.com,+91 8664178727,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR334,Pathology,Nurse Faisal Cherian,Male,B.Sc Nursing,nursefaisalcherian@bmh.com,+91 8163621762,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR335,Emergency,Nurse Jacob Cherian,Male,B.Sc Nursing,nursejacobcherian@bmh.com,+91 8643630901,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR336,Women's Care (Obstetrics & Gynaecology),Nurse Reshma Philip,Female,B.Sc Nursing,nursereshmaphilip@bmh.com,+91 7717163270,07:00,15:00,"Fri,Sat,Sun,Mon,Tue",Morning
NUR337,Pulmonology,Nurse George Panicker,Male,B.Sc Nursing,nursegeorgepanicker@bmh.com,+91 9995190134,15:00,23:00,"Tue,Wed,Thu,Fri,Sat",Evening
NUR338,General Medicine,Nurse Parvathy George,Female,B.Sc Nursing,nurseparvathygeorge@bmh.com,+91 9969194326,23:00,07:00,"Thu,Fri,Sat,Sun,Mon",Night
NUR339,Dental,Nurse Sebastian Varghese,Male,B.Sc Nursing,nursesebastianvarghese@bmh.com,+91 8494963115,07:00,15:00,"Wed,Thu,Fri,Sat,Sun",Morning
NUR340,ENT,Nurse Greeshma Nambiar,Female,B.Sc Nursing,nursegreeshmanambiar@bmh.com,+91 7459063342,23:00,07:00,"Sun,Mon,Tue,Wed,Thu",Night
NUR341,Critical Care,Nurse Aiswarya Philip,Female,B.Sc Nursing,nurseaiswaryaphilip@bmh.com,+91 9959871668,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR342,Dental,Nurse Sophy Eapen,Female,B.Sc Nursing,nursesophyeapen@bmh.com,+91 7778389129,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR343,Dental,Nurse Siddharth Abraham,Male,B.Sc Nursing,nursesiddharthabraham@bmh.com,+91 8570855663,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR344,Cardiology,Nurse Sneha Pillai,Female,B.Sc Nursing,nursesnehapillai@bmh.com,+91 7162845505,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR345,Pathology,Nurse Abhilash Cherian,Male,B.Sc Nursing,nurseabhilashcherian@bmh.com,+91 9235871536,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR346,ENT,Nurse Aneesh Ibrahim,Male,B.Sc Nursing,nurseaneeshibrahim@bmh.com,+91 9153516883,07:00,15:00,"Mon,Tue,Wed,Thu,Fri",Morning
NUR347,Child Care (Paediatrics),Nurse Aneesh Pillai,Male,B.Sc Nursing,nurseaneeshpillai@bmh.com,+91 7558534311,07:00,15:00,"Fri,Sat,Sun,Mon,Tue",Morning
NUR348,Anaesthesiology,Nurse Aiswarya Joseph,Female,B.Sc Nursing,nurseaiswaryajoseph@bmh.com,+91 7667584478,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR349,Oncology,Nurse Deepak Eapen,Male,B.Sc Nursing,nursedeepakeapen@bmh.com,+91 9625507629,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR350,Psychiatry,Nurse Fathima Menon,Female,B.Sc Nursing,nursefathimamenon@bmh.com,+91 8184808021,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR351,Anaesthesiology,Nurse Aswathy Nair,Female,B.Sc Nursing,nurseaswathynair@bmh.com,+91 7363880986,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR352,Critical Care,Nurse Faisal Nambiar,Male,B.Sc Nursing,nursefaisalnambiar@bmh.com,+91 8948663079,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR353,Cardiology,Nurse Antony Faisal,Male,B.Sc Nursing,nurseantonyfaisal@bmh.com,+91 9436448244,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR354,Dental,Nurse Arjun Rahman,Male,B.Sc Nursing,nursearjunrahman@bmh.com,+91 9182571065,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR355,Radiology,Nurse Reshma Ibrahim,Female,B.Sc Nursing,nursereshmaibrahim@bmh.com,+91 8069039678,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR356,Pathology,Nurse Nithin Chacko,Male,B.Sc Nursing,nursenithinchacko@bmh.com,+91 7052456356,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR357,Dental,Nurse Dhanya Mathew,Female,B.Sc Nursing,nursedhanyamathew@bmh.com,+91 9744395628,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR358,Cardiology,Nurse Dhanya Cherian,Female,B.Sc Nursing,nursedhanyacherian@bmh.com,+91 7745707063,23:00,07:00,"Thu,Fri,Sat,Sun,Mon",Night
NUR359,Urology,Nurse Jitin Warrier,Male,B.Sc Nursing,nursejitinwarrier@bmh.com,+91 9836875593,07:00,15:00,"Fri,Sat,Sun,Mon,Tue",Morning
NUR360,Critical Care,Nurse Deepak Thomas,Male,B.Sc Nursing,nursedeepakthomas@bmh.com,+91 7815482878,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR361,Cardiology,Nurse Kiran Panicker,Male,B.Sc Nursing,nursekiranpanicker@bmh.com,+91 9262786818,07:00,15:00,"Fri,Sat,Sun,Mon,Tue",Morning
NUR362,Radiology,Nurse Greeshma Thampi,Female,B.Sc Nursing,nursegreeshmathampi@bmh.com,+91 8137665530,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR363,Pulmonology,Nurse Varghese Thampi,Male,B.Sc Nursing,nursevarghesethampi@bmh.com,+91 8775765745,23:00,07:00,"Wed,Thu,Fri,Sat,Sun",Night
NUR364,Radiology,Nurse Anupama Nair,Female,B.Sc Nursing,nurseanupamanair@bmh.com,+91 9986126672,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR365,Emergency,Nurse Riya Abraham,Female,B.Sc Nursing,nurseriyaabraham@bmh.com,+91 9217639773,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR366,Pathology,Nurse Sanjay Chacko,Male,B.Sc Nursing,nursesanjaychacko@bmh.com,+91 8127823791,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR367,Anaesthesiology,Nurse Thomas Menon,Male,B.Sc Nursing,nursethomasmenon@bmh.com,+91 9954240743,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR368,Ophthalmology,Nurse Vineeth Cherian,Male,B.Sc Nursing,nursevineethcherian@bmh.com,+91 8765780257,15:00,23:00,"Thu,Fri,Sat,Sun,Mon",Evening
NUR369,ENT,Nurse Mary Faisal,Female,B.Sc Nursing,nursemaryfaisal@bmh.com,+91 9255755136,15:00,23:00,"Tue,Wed,Thu,Fri,Sat",Evening
NUR370,Urology,Nurse Midhun Philip,Male,B.Sc Nursing,nursemidhunphilip@bmh.com,+91 7400708149,15:00,23:00,"Sat,Sun,Mon,Tue,Wed",Evening
NUR371,Urology,Nurse Sophy Abraham,Female,B.Sc Nursing,nursesophyabraham@bmh.com,+91 8850032186,23:00,07:00,"Sun,Mon,Tue,Wed,Thu",Night
NUR372,Orthopaedics,Nurse Greeshma Thampi,Female,B.Sc Nursing,nursegreeshmathampi@bmh.com,+91 8060922154,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR373,Cardiology,Nurse George Rahman,Male,B.Sc Nursing,nursegeorgerahman@bmh.com,+91 9217521461,15:00,23:00,"Sat,Sun,Mon,Tue,Wed",Evening
NUR374,Pulmonology,Nurse Vishal Kurian,Male,B.Sc Nursing,nursevishalkurian@bmh.com,+91 9922418707,07:00,15:00,"Thu,Fri,Sat,Sun,Mon",Morning
NUR375,General Surgery,Nurse George Faisal,Male,B.Sc Nursing,nursegeorgefaisal@bmh.com,+91 7772952320,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR376,Radiology,Nurse Antony Warrier,Male,B.Sc Nursing,nurseantonywarrier@bmh.com,+91 9876156427,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR377,Urology,Nurse Tessa Joseph,Female,B.Sc Nursing,nursetessajoseph@bmh.com,+91 7862293756,07:00,15:00,"Mon,Tue,Wed,Thu,Fri",Morning
NUR378,Critical Care,Nurse Riya Kurian,Female,B.Sc Nursing,nurseriyakurian@bmh.com,+91 9241196070,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR379,Neurosciences,Nurse Devika Joseph,Female,B.Sc Nursing,nursedevikajoseph@bmh.com,+91 7737608018,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR380,Cardiology,Nurse Mathew Rahman,Male,B.Sc Nursing,nursemathewrahman@bmh.com,+91 7152892724,23:00,07:00,"Sun,Mon,Tue,Wed,Thu",Night
NUR381,Dermatology,Nurse Arjun Rahman,Male,B.Sc Nursing,nursearjunrahman@bmh.com,+91 9924223621,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR382,Dental,Nurse Aiswarya Kurian,Female,B.Sc Nursing,nurseaiswaryakurian@bmh.com,+91 8199698747,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR383,Nephrology,Nurse Sneha Siddique,Female,B.Sc Nursing,nursesnehasiddique@bmh.com,+91 8373482408,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR384,Cardiology,Nurse George Nambiar,Male,B.Sc Nursing,nursegeorgenambiar@bmh.com,+91 9193350928,07:00,15:00,"Mon,Tue,Wed,Thu,Fri",Morning
NUR385,Orthopaedics,Nurse Anjali Eapen,Female,B.Sc Nursing,nurseanjalieapen@bmh.com,+91 9968552405,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR386,Pathology,Nurse Fathima Panicker,Female,B.Sc Nursing,nursefathimapanicker@bmh.com,+91 8731965332,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR387,Urology,Nurse Aiswarya Chacko,Female,B.Sc Nursing,nurseaiswaryachacko@bmh.com,+91 9500290944,15:00,23:00,"Tue,Wed,Thu,Fri,Sat",Evening
NUR388,Gastroenterology,Nurse Abhilash Kurian,Male,B.Sc Nursing,nurseabhilashkurian@bmh.com,+91 9714440222,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR389,Orthopaedics,Nurse Faisal Ibrahim,Male,B.Sc Nursing,nursefaisalibrahim@bmh.com,+91 8290972302,23:00,07:00,"Thu,Fri,Sat,Sun,Mon",Night
NUR390,Pathology,Nurse Thomas Panicker,Male,B.Sc Nursing,nursethomaspanicker@bmh.com,+91 9434172570,23:00,07:00,"Thu,Fri,Sat,Sun,Mon",Night
NUR391,Cardiology,Nurse Jacob Kurup,Male,B.Sc Nursing,nursejacobkurup@bmh.com,+91 9056921495,15:00,23:00,"Tue,Wed,Thu,Fri,Sat",Evening
NUR392,Emergency,Nurse Siddharth Varghese,Male,B.Sc Nursing,nursesiddharthvarghese@bmh.com,+91 9774209368,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR393,Anaesthesiology,Nurse Sanjay Abraham,Male,B.Sc Nursing,nursesanjayabraham@bmh.com,+91 9132910610,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR394,ENT,Nurse Remya Joseph,Female,B.Sc Nursing,nurseremyajoseph@bmh.com,+91 9788019057,23:00,07:00,"Wed,Thu,Fri,Sat,Sun",Night
NUR395,Oncology,Nurse Kavya Nambiar,Female,B.Sc Nursing,nursekavyanambiar@bmh.com,+91 9196866223,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR396,Radiology,Nurse Sreelekshmi Nair,Female,B.Sc Nursing,nursesreelekshminair@bmh.com,+91 9672516361,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR397,General Medicine,Nurse Meera Siddique,Female,B.Sc Nursing,nursemeerasiddique@bmh.com,+91 7314742067,07:00,15:00,"Fri,Sat,Sun,Mon,Tue",Morning
NUR398,Urology,Nurse Pranav Nair,Male,B.Sc Nursing,nursepranavnair@bmh.com,+91 9273334132,23:00,07:00,"Wed,Thu,Fri,Sat,Sun",Night
NUR399,Critical Care,Nurse Kavya Rahman,Female,B.Sc Nursing,nursekavyarahman@bmh.com,+91 7571909788,23:00,07:00,"Thu,Fri,Sat,Sun,Mon",Night
NUR400,Orthopaedics,Nurse Rahul Pillai,Male,B.Sc Nursing,nurserahulpillai@bmh.com,+91 7437031877,07:00,15:00,"Fri,Sat,Sun,Mon,Tue",Morning
NUR401,Dental,Nurse Greeshma Philip,Female,B.Sc Nursing,nursegreeshmaphilip@bmh.com,+91 9375130687,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR402,General Surgery,Nurse Fathima Ibrahim,Female,B.Sc Nursing,nursefathimaibrahim@bmh.com,+91 7279173078,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR403,General Medicine,Nurse Reshma Cherian,Female,B.Sc Nursing,nursereshmacherian@bmh.com,+91 9412723456,15:00,23:00,"Sat,Sun,Mon,Tue,Wed",Evening
NUR404,Critical Care,Nurse Lakshmi George,Female,B.Sc Nursing,nurselakshmigeorge@bmh.com,+91 8398407751,07:00,15:00,"Fri,Sat,Sun,Mon,Tue",Morning
NUR405,General Surgery,Nurse Arjun Nambiar,Male,B.Sc Nursing,nursearjunnambiar@bmh.com,+91 9733350361,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR406,Child Care (Paediatrics),Nurse Remya Samuel,Female,B.Sc Nursing,nurseremyasamuel@bmh.com,+91 9013067194,15:00,23:00,"Sat,Sun,Mon,Tue,Wed",Evening
NUR407,Dental,Nurse Greeshma Philip,Female,B.Sc Nursing,nursegreeshmaphilip@bmh.com,+91 7920972234,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR408,Dermatology,Nurse Vishal Kurup,Male,B.Sc Nursing,nursevishalkurup@bmh.com,+91 9891612888,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
NUR409,Orthopaedics,Nurse Deepak Abraham,Male,B.Sc Nursing,nursedeepakabraham@bmh.com,+91 7549781283,15:00,23:00,"Sat,Sun,Mon,Tue,Wed",Evening
NUR410,Gastroenterology,Nurse Nithin Menon,Male,B.Sc Nursing,nursenithinmenon@bmh.com,+91 8956437081,07:00,15:00,"Sat,Sun,Mon,Tue,Wed",Morning
NUR411,General Medicine,Nurse Mathew Kurup,Male,B.Sc Nursing,nursemathewkurup@bmh.com,+91 7303574189,23:00,07:00,"Sun,Mon,Tue,Wed,Thu",Night
NUR412,Dermatology,Nurse Lakshmi Samuel,Female,B.Sc Nursing,nurselakshmisamuel@bmh.com,+91 8202207303,23:00,07:00,"Thu,Fri,Sat,Sun,Mon",Night
NUR413,Anaesthesiology,Nurse Reshma Warrier,Female,B.Sc Nursing,nursereshmawarrier@bmh.com,+91 8559108521,23:00,07:00,"Thu,Fri,Sat,Sun,Mon",Night
NUR414,Nephrology,Nurse Greeshma Samuel,Female,B.Sc Nursing,nursegreeshmasamuel@bmh.com,+91 9842204140,23:00,07:00,"Thu,Fri,Sat,Sun,Mon",Night
NUR415,Women's Care (Obstetrics & Gynaecology),Nurse Manu Panicker,Male,B.Sc Nursing,nursemanupanicker@bmh.com,+91 8208090519,15:00,23:00,"Sat,Sun,Mon,Tue,Wed",Evening
NUR416,Pathology,Nurse Kavya Warrier,Female,B.Sc Nursing,nursekavyawarrier@bmh.com,+91 8843225890,07:00,15:00,"Fri,Sat,Sun,Mon,Tue",Morning
NUR417,General Medicine,Nurse Tessa Faisal,Female,B.Sc Nursing,nursetessafaisal@bmh.com,+91 7151919274,07:00,15:00,"Mon,Tue,Wed,Thu,Fri",Morning
NUR418,Child Care (Paediatrics),Nurse Sneha Samuel,Female,B.Sc Nursing,nursesnehasamuel@bmh.com,+91 7045226654,23:00,07:00,"Sun,Mon,Tue,Wed,Thu",Night
NUR419,Child Care (Paediatrics),Nurse Riya Joseph,Female,B.Sc Nursing,nurseriyajoseph@bmh.com,+91 9507225499,07:00,15:00,"Mon,Tue,Wed,Thu,Fri",Morning
NUR420,Orthopaedics,Nurse Leelamma Cherian,Female,B.Sc Nursing,nurseleelammacherian@bmh.com,+91 8397670521,23:00,07:00,"Sun,Mon,Tue,Wed,Thu",Night
NUR421,Pulmonology,Nurse Mathew Thampi,Male,B.Sc Nursing,nursemathewthampi@bmh.com,+91 9365033898,15:00,23:00,"Fri,Sat,Sun,Mon,Tue",Evening
NUR422,Ophthalmology,Nurse Mariamma Warrier,Female,B.Sc Nursing,nursemariammawarrier@bmh.com,+91 7293314348,23:00,07:00,"Fri,Sat,Sun,Mon,Tue",Night
NUR423,Pulmonology,Nurse Pranav Chacko,Male,B.Sc Nursing,nursepranavchacko@bmh.com,+91 9715633689,23:00,07:00,"Sat,Sun,Mon,Tue,Wed",Night
NUR424,Women's Care (Obstetrics & Gynaecology),Nurse Dhanya Thomas,Female,B.Sc Nursing,nursedhanyathomas@bmh.com,+91 7371900887,23:00,07:00,"Sun,Mon,Tue,Wed,Thu",Night
NUR425,Dental,Nurse Remya Chacko,Female,B.Sc Nursing,nurseremyachacko@bmh.com,+91 7870141264,23:00,07:00,"Thu,Fri,Sat,Sun,Mon",Night
NUR426,Critical Care,Nurse Jacob Kurian,Male,B.Sc Nursing,nursejacobkurian@bmh.com,+91 9367319283,15:00,23:00,"Sat,Sun,Mon,Tue,Wed",Evening
NUR427,ENT,Nurse Abhilash Menon,Male,B.Sc Nursing,nurseabhilashmenon@bmh.com,+91 9415646113,07:00,15:00,"Thu,Fri,Sat,Sun,Mon",Morning
NUR428,Emergency,Nurse Ann Pillai,Female,B.Sc Nursing,nurseannpillai@bmh.com,+91 8540451945,15:00,23:00,"Sun,Mon,Tue,Wed,Thu",Evening
NUR429,Dermatology,Nurse Thomas Ibrahim,Male,B.Sc Nursing,nursethomasibrahim@bmh.com,+91 8570421547,07:00,15:00,"Fri,Sat,Sun,Mon,Tue",Morning
NUR430,Radiology,Nurse Abhilash Ibrahim,Male,B.Sc Nursing,nurseabhilashibrahim@bmh.com,+91 9986954249,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR431,Child Care (Paediatrics),Nurse Tessa Abraham,Female,B.Sc Nursing,nursetessaabraham@bmh.com,+91 7462628728,15:00,23:00,"Tue,Wed,Thu,Fri,Sat",Evening
NUR432,Child Care (Paediatrics),Nurse Jacob Faisal,Male,B.Sc Nursing,nursejacobfaisal@bmh.com,+91 7887607694,23:00,07:00,"Wed,Thu,Fri,Sat,Sun",Night
NUR433,Pathology,Nurse Varghese Cherian,Male,B.Sc Nursing,nursevarghesecherian@bmh.com,+91 9326552052,15:00,23:00,"Sat,Sun,Mon,Tue,Wed",Evening
NUR434,Endocrinology,Nurse Reshma Nambiar,Female,B.Sc Nursing,nursereshmanambiar@bmh.com,+91 8290863362,07:00,15:00,"Tue,Wed,Thu,Fri,Sat",Morning
NUR435,Dental,Nurse Mathew Eapen,Male,B.Sc Nursing,nursematheweapen@bmh.com,+91 7203342762,07:00,15:00,"Fri,Sat,Sun,Mon,Tue",Morning
NUR436,Critical Care,Nurse Dhanya Ibrahim,Female,B.Sc Nursing,nursedhanyaibrahim@bmh.com,+91 8298441042,23:00,07:00,"Sun,Mon,Tue,Wed,Thu",Night
NUR437,Critical Care,Nurse George Rahman,Male,B.Sc Nursing,nursegeorgerahman@bmh.com,+91 7220392836,07:00,15:00,"Mon,Tue,Wed,Thu,Fri",Morning
NUR438,Emergency,Nurse Rohan Varghese,Male,B.Sc Nursing,nurserohanvarghese@bmh.com,+91 9040693358,23:00,07:00,"Mon,Tue,Wed,Thu,Fri",Night
NUR439,Radiology,Nurse Aiswarya Nambiar,Female,B.Sc Nursing,nurseaiswaryanambiar@bmh.com,+91 7655434882,15:00,23:00,"Wed,Thu,Fri,Sat,Sun",Evening
