staff_id,department,doctor_name,gender,qualifications,email,phone,specialization,shift_start,shift_end,work_days,shift_type,slot_duration,max_patients
DOC264,Radiology,Dr. Sebastian Warrier,Male,"MBBS, MD",drsebastianwarrier@bmh.com,+91 9720270028,Radiology,06:00,12:00,"Fri,Sat,Sun,Mon,Tue",Morning,15,30
DOC265,Nephrology,Dr. Siddharth Abraham,Male,"MBBS, MD, DM",drsiddharthabraham@bmh.com,+91 8598393316,Nephrology,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC266,Critical Care,Dr. Sherly Thampi,Female,"MBBS, MD",drsherlythampi@bmh.com,+91 8869240049,Critical Care,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC267,Pulmonology,Dr. Parvathy Kurian,Female,"MBBS, MD",drparvathykurian@bmh.com,+91 8676611283,Pulmonology,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC268,Pulmonology,Dr. Faisal Thampi,Male,"MBBS, MS",drfaisalthampi@bmh.com,+91 9127272957,Pulmonology,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC269,Anaesthesiology,Dr. Leelamma Varghese,Female,"MBBS, MS",drleelammavarghese@bmh.com,+91 9425450333,Anaesthesiology,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC270,Radiology,Dr. Mary Siddique,Female,"MBBS, MD",drmarysiddique@bmh.com,+91 8029806765,Radiology,12:00,18:00,"Sat,Sun,Mon,Tue,Wed",Afternoon,15,30
DOC271,Orthopaedics,Dr. Riya Faisal,Female,"MBBS, MD",drriyafaisal@bmh.com,+91 9927982494,Orthopaedics,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC272,ENT,Dr. Sebastian Faisal,Male,"MBBS, MD",drsebastianfaisal@bmh.com,+91 9103835229,ENT,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC273,Women's Care (Obstetrics & Gynaecology),Dr. Fathima Thampi,Female,"MBBS, MD",drfathimathampi@bmh.com,+91 7399791167,Women's Care (Obstetrics & Gynaecology),00:00,06:00,"Tue,Wed,Thu,Fri,Sat",Night,15,30
DOC274,Dental,Dr. Faisal Ibrahim,Male,"MBBS, MS",drfaisalibrahim@bmh.com,+91 8825075365,Dental,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC275,Radiology,Dr. Ann Mathew,Female,"MBBS, MD",drannmathew@bmh.com,+91 8157055434,Radiology,18:00,23:59,"Sun,Mon,Tue,Wed,Thu",Evening,15,30
DOC276,Women's Care (Obstetrics & Gynaecology),Dr. Pranav Menon,Male,"MBBS, MD",drpranavmenon@bmh.com,+91 7354495064,Women's Care (Obstetrics & Gynaecology),06:00,12:00,"Wed,Thu,Fri,Sat,Sun",Morning,15,30
DOC277,Psychiatry,Dr. Aswathy Siddique,Female,"MBBS, MS",draswathysiddique@bmh.com,+91 7430253327,Psychiatry,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC278,Oncology,Dr. Deepak Rahman,Male,"MBBS, MD, DM",drdeepakrahman@bmh.com,+91 7030496354,Oncology,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC279,Pulmonology,Dr. Kavya Philip,Female,"MBBS, MS",drkavyaphilip@bmh.com,+91 7056664873,Pulmonology,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC280,General Surgery,Dr. Pranav George,Male,"MBBS, MD",drpranavgeorge@bmh.com,+91 9196486176,General Surgery,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC281,Orthopaedics,Dr. Anjali Joseph,Female,"MBBS, MD",dranjalijoseph@bmh.com,+91 9661440249,Orthopaedics,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC282,Dermatology,Dr. Devika Abraham,Female,"MBBS, MD",drdevikaabraham@bmh.com,+91 9328387686,Dermatology,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC283,Neurosciences,Dr. Anjali Varghese,Female,"MBBS, MD, DM",dranjalivarghese@bmh.com,+91 9074270545,Neurosciences,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC284,Pulmonology,Dr. Mariamma Joseph,Female,"MBBS, MD",drmariammajoseph@bmh.com,+91 8574992395,Pulmonology,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC285,Neurosciences,Dr. Mathew Joseph,Male,"MBBS, MD, DM",drmathewjoseph@bmh.com,+91 7525787879,Neurosciences,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC286,Emergency,Dr. Mohammed Siddique,Male,"MBBS, MS",drmohammedsiddique@bmh.com,+91 7894920435,Emergency,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC287,Neurosciences,Dr. Kavya Joseph,Female,"MBBS, MD, DM",drkavyajoseph@bmh.com,+91 9003492164,Neurosciences,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC288,Nephrology,Dr. Sreelekshmi Hashim,Female,"MBBS, MS, MCh",drsreelekshmihashim@bmh.com,+91 7978283485,Nephrology,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC289,Dental,Dr. Mary George,Female,"MBBS, MD",drmarygeorge@bmh.com,+91 7876223404,Dental,00:00,06:00,"Tue,Wed,Thu,Fri,Sat",Night,15,30
DOC290,Orthopaedics,Dr. Parvathy Eapen,Female,"MBBS, MD",drparvathyeapen@bmh.com,+91 7614541540,Orthopaedics,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC291,Dermatology,Dr. Vishal Mathew,Male,"MBBS, MD",drvishalmathew@bmh.com,+91 8285323185,Dermatology,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC292,Cardiology,Dr. Nithin Abraham,Male,"MBBS, MS, MCh",drnithinabraham@bmh.com,+91 9314077297,Cardiology,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC293,Critical Care,Dr. Kiran Nair,Male,"MBBS, MD",drkirannair@bmh.com,+91 7408797787,Critical Care,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC294,Women's Care (Obstetrics & Gynaecology),Dr. Rahul Kurian,Male,"MBBS, MD",drrahulkurian@bmh.com,+91 8619290140,Women's Care (Obstetrics & Gynaecology),12:00,18:00,"Thu,Fri,Sat,Sun,Mon",Afternoon,15,30
DOC295,Critical Care,Dr. Remya Cherian,Female,"MBBS, MS",drremyacherian@bmh.com,+91 9751710698,Critical Care,00:00,06:00,"Tue,Wed,Thu,Fri,Sat",Night,15,30
DOC296,Women's Care (Obstetrics & Gynaecology),Dr. Antony Kurian,Male,"MBBS, MD",drantonykurian@bmh.com,+91 9940605149,Women's Care (Obstetrics & Gynaecology),18:00,23:59,"Fri,Sat,Sun,Mon,Tue",Evening,15,30
DOC297,Psychiatry,Dr. Leelamma Abraham,Female,"MBBS, MD",drleelammaabraham@bmh.com,+91 9815998837,Psychiatry,00:00,06:00,"Tue,Wed,Thu,Fri,Sat",Night,15,30
DOC298,Gastroenterology,Dr. Rahul George,Male,"MBBS, MD, DM",drrahulgeorge@bmh.com,+91 9049027163,Gastroenterology,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC299,Nephrology,Dr. Jacob Joseph,Male,"MBBS, MS, MCh",drjacobjoseph@bmh.com,+91 9666110259,Nephrology,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC300,Neurosciences,Dr. Varghese Nambiar,Male,"MBBS, MD, DM",drvarghesenambiar@bmh.com,+91 9515105013,Neurosciences,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC301,Child Care (Paediatrics),Dr. Vineeth Chacko,Male,"MBBS, MS",drvineethchacko@bmh.com,+91 8183426847,Child Care (Paediatrics),18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC302,Gastroenterology,Dr. Antony Hashim,Male,"MBBS, MD, DM",drantonyhashim@bmh.com,+91 7725506645,Gastroenterology,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC303,Oncology,Dr. Greeshma Menon,Female,"MBBS, MD, DM",drgreeshmamenon@bmh.com,+91 7632317163,Oncology,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC304,Neurosciences,Dr. Kiran Panicker,Male,"MBBS, MD, DM",drkiranpanicker@bmh.com,+91 8555530663,Neurosciences,00:00,06:00,"Tue,Wed,Thu,Fri,Sat",Night,15,30
DOC305,Anaesthesiology,Dr. Nithin Thomas,Male,"MBBS, MD",drnithinthomas@bmh.com,+91 9291893775,Anaesthesiology,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC306,Pathology,Dr. Fathima Abraham,Female,"MBBS, MD",drfathimaabraham@bmh.com,+91 8214368066,Pathology,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC307,Critical Care,Dr. Faisal Thampi,Male,"MBBS, MD",drfaisalthampi@bmh.com,+91 9387214398,Critical Care,06:00,12:00,"Wed,Thu,Fri,Sat,Sun",Morning,15,30
DOC308,Neurosciences,Dr. Anjali Nair,Female,"MBBS, MD, DM",dranjalinair@bmh.com,+91 7149876055,Neurosciences,06:00,12:00,"Wed,Thu,Fri,Sat,Sun",Morning,15,30
DOC309,Pathology,Dr. Deepak Faisal,Male,"MBBS, MS",drdeepakfaisal@bmh.com,+91 9421205627,Pathology,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC310,Pathology,Dr. Varghese Thomas,Male,"MBBS, MD",drvarghesethomas@bmh.com,+91 8329851913,Pathology,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC311,Radiology,Dr. George Thampi,Male,"MBBS, MD",drgeorgethampi@bmh.com,+91 7685317436,Radiology,00:00,06:00,"Mon,Tue,Wed,Thu,Fri",Night,15,30
DOC312,Urology,Dr. Vishal Chacko,Male,"MBBS, MD",drvishalchacko@bmh.com,+91 7581936750,Urology,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC313,Oncology,Dr. Leelamma Nambiar,Female,"MBBS, MD, DM",drleelammanambiar@bmh.com,+91 8836144456,Oncology,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC314,General Medicine,Dr. Pranav Joseph,Male,"MBBS, MD",drpranavjoseph@bmh.com,+91 8635630017,General Medicine,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC315,Ophthalmology,Dr. Manu Varghese,Male,"MBBS, MD",drmanuvarghese@bmh.com,+91 7694594600,Ophthalmology,06:00,12:00,"Sun,Mon,Tue,Wed,Thu",Morning,15,30
DOC316,Child Care (Paediatrics),Dr. Vishal Kurup,Male,"MBBS, MD",drvishalkurup@bmh.com,+91 9288543554,Child Care (Paediatrics),00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC317,ENT,Dr. Riya Chacko,Female,"MBBS, MD",drriyachacko@bmh.com,+91 9010534793,ENT,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC318,Endocrinology,Dr. Vishal Warrier,Male,"MBBS, MS",drvishalwarrier@bmh.com,+91 8892911304,Endocrinology,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC319,Radiology,Dr. Jitin Ibrahim,Male,"MBBS, MD",drjitinibrahim@bmh.com,+91 7683820423,Radiology,06:00,12:00,"Tue,Wed,Thu,Fri,Sat",Morning,15,30
DOC320,Cardiology,Dr. Anjali George,Female,"MBBS, MS, MCh",dranjaligeorge@bmh.com,+91 8048381323,Cardiology,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC321,Nephrology,Dr. Sanjay Rahman,Male,"MBBS, MD, DM",drsanjayrahman@bmh.com,+91 9846194912,Nephrology,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC322,Ophthalmology,Dr. Mohammed Nambiar,Male,"MBBS, MD",drmohammednambiar@bmh.com,+91 9931687950,Ophthalmology,12:00,18:00,"Mon,Tue,Wed,Thu,Fri",Afternoon,15,30
DOC323,Radiology,Dr. Midhun Hashim,Male,"MBBS, MD",drmidhunhashim@bmh.com,+91 8286992211,Radiology,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC324,Neurosciences,Dr. Kavya Pillai,Female,"MBBS, MS, MCh",drkavyapillai@bmh.com,+91 9884929560,Neurosciences,12:00,18:00,"Thu,Fri,Sat,Sun,Mon",Afternoon,15,30
DOC325,Gastroenterology,Dr. Leelamma Eapen,Female,"MBBS, MD, DM",drleelammaeapen@bmh.com,+91 8343439353,Gastroenterology,12:00,18:00,"Wed,Thu,Fri,Sat,Sun",Afternoon,15,30
DOC326,Dental,Dr. Sneha Ibrahim,Female,"MBBS, MD",drsnehaibrahim@bmh.com,+91 8116661084,Dental,06:00,12:00,"Wed,Thu,Fri,Sat,Sun",Morning,15,30
DOC327,Anaesthesiology,Dr. Sneha Chacko,Female,"MBBS, MD",drsnehachacko@bmh.com,+91 8197188174,Anaesthesiology,00:00,06:00,"Tue,Wed,Thu,Fri,Sat",Night,15,30
DOC328,Dermatology,Dr. Antony Varghese,Male,"MBBS, MS",drantonyvarghese@bmh.com,+91 9221487147,Dermatology,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC329,Women's Care (Obstetrics & Gynaecology),Dr. Abhilash Panicker,Male,"MBBS, MS",drabhilashpanicker@bmh.com,+91 8064256603,Women's Care (Obstetrics & Gynaecology),00:00,06:00,"Sat,Sun,Mon,Tue,Wed",Night,15,30
DOC330,Psychiatry,Dr. Sophy Varghese,Female,"MBBS, MD",drsophyvarghese@bmh.com,+91 9973130875,Psychiatry,06:00,12:00,"Wed,Thu,Fri,Sat,Sun",Morning,15,30
DOC331,Ophthalmology,Dr. Midhun Siddique,Male,"MBBS, MD",drmidhunsiddique@bmh.com,+91 8327987756,Ophthalmology,18:00,23:59,"Tue,Wed,Thu,Fri,Sat",Evening,15,30
DOC332,Psychiatry,Dr. Arjun Hashim,Male,"MBBS, MD",drarjunhashim@bmh.com,+91 8892342048,Psychiatry,12:00,18:00,"Thu,Fri,Sat,Sun,Mon",Afternoon,15,30
DOC333,Ophthalmology,Dr. Rahul Kurup,Male,"MBBS, MD",drrahulkurup@bmh.com,+91 8091925657,Ophthalmology,00:00,06:00,"Wed,Thu,Fri,Sat,Sun",Night,15,30
DOC334,Dental,Dr. George Thomas,Male,"MBBS, MD",drgeorgethomas@bmh.com,+91 9611488734,Dental,12:00,18:00,"Thu,Fri,Sat,Sun,Mon",Afternoon,15,30
DOC335,Gastroenterology,Dr. Sumayya Kurup,Female,"MBBS, MS, MCh",drsumayyakurup@bmh.com,+91 8111821754,Gastroenterology,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC336,ENT,Dr. Sneha Nambiar,Female,"MBBS, MD",drsnehanambiar@bmh.com,+91 9054736072,ENT,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC337,ENT,Dr. Kavya Thomas,Female,"MBBS, MD",drkavyathomas@bmh.com,+91 9141944561,ENT,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC338,Nephrology,Dr. Leelamma Thomas,Female,"MBBS, MD, DM",drleelammathomas@bmh.com,+91 7004513905,Nephrology,00:00,06:00,"Tue,Wed,Thu,Fri,Sat",Night,15,30
DOC339,Emergency,Dr. Rahul Pillai,Male,"MBBS, MS",drrahulpillai@bmh.com,+91 9770949327,Emergency,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC340,Dental,Dr. Siddharth Joseph,Male,"MBBS, MD",drsiddharthjoseph@bmh.com,+91 7845443130,Dental,18:00,23:59,"Fri,Sat,Sun,Mon,Tue",Evening,15,30
DOC341,General Medicine,Dr. Mariamma Kurup,Female,"MBBS, MS",drmariammakurup@bmh.com,+91 7077517873,General Medicine,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC342,Nephrology,Dr. Sreelekshmi Joseph,Female,"MBBS, MD, DM",drsreelekshmijoseph@bmh.com,+91 7501207739,Nephrology,06:00,12:00,"Wed,Thu,Fri,Sat,Sun",Morning,15,30
DOC343,Endocrinology,Dr. Sebastian Philip,Male,"MBBS, MD",drsebastianphilip@bmh.com,+91 8956867284,Endocrinology,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC344,Urology,Dr. Siddharth Eapen,Male,"MBBS, MD",drsiddhartheapen@bmh.com,+91 9172043986,Urology,00:00,06:00,"Tue,Wed,Thu,Fri,Sat",Night,15,30
DOC345,Emergency,Dr. Anupama Thampi,Female,"MBBS, MD",dranupamathampi@bmh.com,+91 7274818897,Emergency,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC346,Oncology,Dr. Lakshmi Samuel,Female,"MBBS, MD, DM",drlakshmisamuel@bmh.com,+91 8425632024,Oncology,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC347,Women's Care (Obstetrics & Gynaecology),Dr. Riya Mathew,Female,"MBBS, MS",drriyamathew@bmh.com,+91 8086663514,Women's Care (Obstetrics & Gynaecology),06:00,12:00,"Sun,Mon,Tue,Wed,Thu",Morning,15,30
DOC348,Gastroenterology,Dr. Pranav Thomas,Male,"MBBS, MS, MCh",drpranavthomas@bmh.com,+91 8579304116,Gastroenterology,00:00,06:00,"Fri,Sat,Sun,Mon,Tue",Night,15,30
DOC349,Endocrinology,Dr. Manu Eapen,Male,"MBBS, MD",drmanueapen@bmh.com,+91 8542200902,Endocrinology,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC350,Dental,Dr. Leelamma Rahman,Female,"MBBS, MD",drleelammarahman@bmh.com,+91 7409800138,Dental,00:00,06:00,"Sat,Sun,Mon,Tue,Wed",Night,15,30
DOC351,Anaesthesiology,Dr. Fathima Warrier,Female,"MBBS, MD",drfathimawarrier@bmh.com,+91 9586434079,Anaesthesiology,06:00,12:00,"Wed,Thu,Fri,Sat,Sun",Morning,15,30
DOC352,Orthopaedics,Dr. Manu Nambiar,Male,"MBBS, MD",drmanunambiar@bmh.com,+91 9001419479,Orthopaedics,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC353,Anaesthesiology,Dr. Sebastian Thampi,Male,"MBBS, MS",drsebastianthampi@bmh.com,+91 7738968270,Anaesthesiology,12:00,18:00,"Thu,Fri,Sat,Sun,Mon",Afternoon,15,30
DOC354,Child Care (Paediatrics),Dr. Kavya Kurian,Female,"MBBS, MD",drkavyakurian@bmh.com,+91 9811028216,Child Care (Paediatrics),06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC355,Child Care (Paediatrics),Dr. Parvathy Thomas,Female,"MBBS, MD",drparvathythomas@bmh.com,+91 8222711619,Child Care (Paediatrics),12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC356,Dermatology,Dr. Faisal Varghese,Male,"MBBS, MD",drfaisalvarghese@bmh.com,+91 9608776176,Dermatology,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC357,Endocrinology,Dr. Jitin Mathew,Male,"MBBS, MD",drjitinmathew@bmh.com,+91 8957802822,Endocrinology,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC358,Psychiatry,Dr. Sneha Menon,Female,"MBBS, MD",drsnehamenon@bmh.com,+91 8263303229,Psychiatry,18:00,23:59,"Fri,Sat,Sun,Mon,Tue",Evening,15,30
DOC359,ENT,Dr. Abhilash Chacko,Male,"MBBS, MD",drabhilashchacko@bmh.com,+91 8644454853,ENT,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC360,Oncology,Dr. Meera Abraham,Female,"MBBS, MD, DM",drmeeraabraham@bmh.com,+91 8219346384,Oncology,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC361,Orthopaedics,Dr. Meera Chacko,Female,"MBBS, MD",drmeerachacko@bmh.com,+91 8935574754,Orthopaedics,00:00,06:00,"Tue,Wed,Thu,Fri,Sat",Night,15,30
DOC362,Cardiology,Dr. George Rahman,Male,"MBBS, MD, DM",drgeorgerahman@bmh.com,+91 9117495430,Cardiology,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC363,Dental,Dr. Thomas Philip,Male,"MBBS, MD",drthomasphilip@bmh.com,+91 7675507365,Dental,06:00,12:00,"Sun,Mon,Tue,Wed,Thu",Morning,15,30
DOC364,Urology,Dr. Ann Abraham,Female,"MBBS, MD",drannabraham@bmh.com,+91 8749199682,Urology,06:00,12:00,"Wed,Thu,Fri,Sat,Sun",Morning,15,30
DOC365,Child Care (Paediatrics),Dr. Aiswarya Thomas,Female,"MBBS, MS",draiswaryathomas@bmh.com,+91 9254652675,Child Care (Paediatrics),18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC366,Cardiology,Dr. Sophy Philip,Female,"MBBS, MD, DM",drsophyphilip@bmh.com,+91 9422116246,Cardiology,00:00,06:00,"Tue,Wed,Thu,Fri,Sat",Night,15,30
DOC367,General Medicine,Dr. Kiran Ibrahim,Male,"MBBS, MD",drkiranibrahim@bmh.com,+91 7023186945,General Medicine,00:00,06:00,"Tue,Wed,Thu,Fri,Sat",Night,15,30
DOC368,Endocrinology,Dr. Fathima Mathew,Female,"MBBS, MS",drfathimamathew@bmh.com,+91 9707435170,Endocrinology,00:00,06:00,"Tue,Wed,Thu,Fri,Sat",Night,15,30
DOC369,Nephrology,Dr. Rohan Nair,Male,"MBBS, MD, DM",drrohannair@bmh.com,+91 9380272897,Nephrology,12:00,18:00,"Thu,Fri,Sat,Sun,Mon",Afternoon,15,30
DOC370,Oncology,Dr. Parvathy Mathew,Female,"MBBS, MS, MCh",drparvathymathew@bmh.com,+91 9982544868,Oncology,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC371,Neurosciences,Dr. Thomas Rahman,Male,"MBBS, MD, DM",drthomasrahman@bmh.com,+91 8949502110,Neurosciences,18:00,23:59,"Fri,Sat,Sun,Mon,Tue",Evening,15,30
DOC372,Oncology,Dr. Faisal Philip,Male,"MBBS, MS, MCh",drfaisalphilip@bmh.com,+91 7128785598,Oncology,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC373,Gastroenterology,Dr. Manu Nair,Male,"MBBS, MD, DM",drmanunair@bmh.com,+91 8457978341,Gastroenterology,06:00,12:00,"Sat,Sun,Mon,Tue,Wed",Morning,15,30
DOC374,Endocrinology,Dr. Vishal Joseph,Male,"MBBS, MD",drvishaljoseph@bmh.com,+91 7392565509,Endocrinology,06:00,12:00,"Wed,Thu,Fri,Sat,Sun",Morning,15,30
DOC375,Pathology,Dr. Thomas Siddique,Male,"MBBS, MD",drthomassiddique@bmh.com,+91 8202736680,Pathology,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC376,Nephrology,Dr. Meera Kurup,Female,"MBBS, MD, DM",drmeerakurup@bmh.com,+91 7461916458,Nephrology,18:00,23:59,"Fri,Sat,Sun,Mon,Tue",Evening,15,30
DOC377,Neurosciences,Dr. Deepak George,Male,"MBBS, MS, MCh",drdeepakgeorge@bmh.com,+91 8460543722,Neurosciences,00:00,06:00,"Sat,Sun,Mon,Tue,Wed",Night,15,30
DOC378,Critical Care,Dr. Sanjay Joseph,Male,"MBBS, MD",drsanjayjoseph@bmh.com,+91 9279098584,Critical Care,12:00,18:00,"Thu,Fri,Sat,Sun,Mon",Afternoon,15,30
DOC379,Urology,Dr. Antony Faisal,Male,"MBBS, MD",drantonyfaisal@bmh.com,+91 7132436100,Urology,12:00,18:00,"Thu,Fri,Sat,Sun,Mon",Afternoon,15,30
DOC380,Cardiology,Dr. Meera Philip,Female,"MBBS, MD, DM",drmeeraphilip@bmh.com,+91 7007428397,Cardiology,06:00,12:00,"Wed,Thu,Fri,Sat,Sun",Morning,15,30
DOC381,Gastroenterology,Dr. Mathew Panicker,Male,"MBBS, MS, MCh",drmathewpanicker@bmh.com,+91 9960236617,Gastroenterology,12:00,18:00,"Sun,Mon,Tue,Wed,Thu",Afternoon,15,30
DOC382,Critical Care,Dr. Kavya Faisal,Female,"MBBS, MS",drkavyafaisal@bmh.com,+91 9822309148,Critical Care,18:00,23:59,"Fri,Sat,Sun,Mon,Tue",Evening,15,30
DOC383,Endocrinology,Dr. Nithin Chacko,Male,"MBBS, MD",drnithinchacko@bmh.com,+91 9075601826,Endocrinology,12:00,18:00,"Thu,Fri,Sat,Sun,Mon",Afternoon,15,30
DOC384,Radiology,Dr. Kiran Varghese,Male,"MBBS, MD",drkiranvarghese@bmh.com,+91 7815341924,Radiology,18:00,23:59,"Thu,Fri,Sat,Sun,Mon",Evening,15,30
DOC385,Cardiology,Dr. Thomas George,Male,"MBBS, MD, DM",drthomasgeorge@bmh.com,+91 7162540902,Cardiology,12:00,18:00,"Thu,Fri,Sat,Sun,Mon",Afternoon,15,30
DOC386,ENT,Dr. Mohammed Warrier,Male,"MBBS, MS",drmohammedwarrier@bmh.com,+91 9384749576,ENT,18:00,23:59,"Mon,Tue,Wed,Thu,Fri",Evening,15,30
DOC387,Critical Care,Dr. Jacob Thampi,Male,"MBBS, MD",drjacobthampi@bmh.com,+91 9625155273,Critical Care,00:00,06:00,"Sat,Sun,Mon,Tue,Wed",Night,15,30
DOC388,Women's Care (Obstetrics & Gynaecology),Dr. Aneesh Faisal,Male,"MBBS, MS",draneeshfaisal@bmh.com,+91 8844773371,Women's Care (Obstetrics & Gynaecology),12:00,18:00,"Mon,Tue,Wed,Thu,Fri",Afternoon,15,30
DOC389,General Medicine,Dr. Manu Thampi,Male,"MBBS, MD",drmanuthampi@bmh.com,+91 7669417472,General Medicine,06:00,12:00,"Wed,Thu,Fri,Sat,Sun",Morning,15,30
DOC390,Urology,Dr. Kavya Philip,Female,"MBBS, MD",drkavyaphilip@bmh.com,+91 9779358200,Urology,18:00,23:59,"Fri,Sat,Sun,Mon,Tue",Evening,15,30
DOC391,Nephrology,Dr. Sherly Kurup,Female,"MBBS, MD, DM",drsherlykurup@bmh.com,+91 7232237962,Nephrology,00:00,06:00,"Sat,Sun,Mon,Tue,Wed",Night,15,30
DOC392,Ophthalmology,Dr. Antony Mathew,Male,"MBBS, MD",drantonymathew@bmh.com,+91 8165162113,Ophthalmology,06:00,12:00,"Thu,Fri,Sat,Sun,Mon",Morning,15,30
DOC393,Nephrology,Dr. Remya Nair,Female,"MBBS, MS, MCh",drremyanair@bmh.com,+91 9708379364,Nephrology,06:00,12:00,"Sun,Mon,Tue,Wed,Thu",Morning,15,30
DOC394,Child Care (Paediatrics),Dr. Pranav Menon,Male,"MBBS, MD",drpranavmenon@bmh.com,+91 7088416724,Child Care (Paediatrics),00:00,06:00,"Tue,Wed,Thu,Fri,Sat",Night,15,30
DOC395,Oncology,Dr. Leelamma Rahman,Female,"MBBS, MS, MCh",drleelammarahman@bmh.com,+91 7169105988,Oncology,00:00,06:00,"Tue,Wed,Thu,Fri,Sat",Night,15,30
